Cluster,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO
0,35209.12998102467,0.7912713472485768,0.4468690702087287,49.605313092979124,43.15749525616698,5.147058823529412,23.86717267552182,7.52561669829222,5.174573055028463,15.655597722960152,2.0787476280834913,2.1499051233396584,0.562618595825427,3.2333965844402277,6.46584440227704,0.0730550284629981,0.010436432637571158,0.0,0.0009487666034155598,0.0018975332068311196,0.012333965844402278,3.0,11.0,0.09392789373814042,54.497153700189756,100.52751423149905,0.05028462998102467,0.4990512333965844,0.1603415559772296,0.1840607210626186,0.0018975332068311196,0.09487666034155598,0.3927893738140417,0.23055028462998103,0.25521821631878555,0.024667931688804556,0.0
1,57830.034843205576,0.2264808362369338,0.9337979094076655,47.85540069686411,460.49477351916374,20.907665505226483,132.890243902439,28.137630662020907,22.001742160278745,59.84494773519164,3.775261324041812,6.39198606271777,3.073170731707317,7.790940766550523,5.710801393728223,0.059233449477351915,0.13066202090592335,0.003484320557491289,0.033101045296167246,0.010452961672473868,0.006968641114982578,3.0,11.0,0.10278745644599303,61.862369337979096,724.2770034843205,0.0,0.4372822299651568,0.21080139372822299,0.2926829268292683,0.0017421602787456446,0.13240418118466898,0.39372822299651566,0.16550522648083624,0.2665505226480836,0.04006968641114982,0.0
2,81382.13294797688,0.05202312138728324,0.12716763005780346,49.27745664739884,888.3699421965318,55.17341040462428,468.28323699421964,76.49132947976878,64.24277456647398,77.72254335260115,1.0578034682080926,5.427745664739884,6.017341040462428,8.144508670520231,3.0751445086705202,0.13872832369942195,0.3988439306358382,0.9132947976878613,0.45664739884393063,0.12716763005780346,0.005780346820809248,3.0,11.0,0.5953757225433526,56.59537572254335,1630.2832369942196,0.0,0.5028901734104047,0.17341040462427745,0.2543352601156069,0.0,0.08670520231213873,0.4161849710982659,0.19653179190751446,0.24277456647398843,0.05202312138728324,0.0
3,74444.4599542334,0.05034324942791762,0.23569794050343248,49.70480549199085,495.8169336384439,73.08924485125858,438.03203661327234,106.94050343249428,71.89473684210526,78.32265446224257,1.5034324942791761,5.176201372997712,5.864988558352403,8.395881006864988,2.9016018306636155,0.06407322654462243,0.02745995423340961,0.006864988558352402,0.10297482837528604,0.0,0.006864988558352402,3.0,11.0,0.16475972540045766,57.82379862700229,1264.096109839817,0.002288329519450801,0.6018306636155606,0.11441647597254005,0.17848970251716248,0.0,0.09382151029748284,0.34782608695652173,0.2471395881006865,0.2654462242562929,0.043478260869565216,0.0
4,48432.0,0.0,1.0,3.0,322.0,3.0,50.0,4.0,3.0,42.0,5.0,7.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.5,53.0,424.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
